Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995
Refused transplant,Virginia,AB,9,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Refused transplant,Washington,All ABO,122,4,6,2,9,9,5,7,7,9,5,4,16,2,1,11,3,3,2,3,2,1,6,1,4,0,0
Refused transplant,Washington,O,58,1,1,1,1,3,3,4,3,6,2,4,7,1,1,5,2,2,1,2,2,1,4,0,1,0,0
Refused transplant,Washington,A,41,2,4,0,5,3,2,2,3,1,3,0,5,1,0,3,1,1,0,1,0,0,2,0,2,0,0
Refused transplant,Washington,B,18,1,1,1,2,2,0,1,1,2,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Refused transplant,Washington,AB,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Refused transplant,West Virginia,All ABO,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Refused transplant,West Virginia,O,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Refused transplant,West Virginia,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Refused transplant,West Virginia,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Refused transplant,Wisconsin,All ABO,128,13,16,14,8,3,4,8,4,6,4,6,5,6,4,2,4,2,3,5,2,4,1,1,1,1,1
Refused transplant,Wisconsin,O,57,4,6,5,5,1,3,2,2,4,1,2,1,5,2,0,2,1,2,2,2,3,0,0,1,0,1
Refused transplant,Wisconsin,A,46,8,5,3,1,2,0,5,1,2,3,1,2,1,1,1,2,1,1,2,0,1,1,1,0,1,0
Refused transplant,Wisconsin,B,18,1,4,6,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Refused transplant,Wisconsin,AB,7,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,All Center States,All ABO,"27,873",729,"1,109",993,981,975,"1,570","1,775","1,825","1,864","1,481","1,342","1,375","1,493","1,583","1,553","1,395","1,004",994,993,990,"1,023",735,631,554,484,511
Transferred to another center,All Center States,O,"14,624",364,565,527,526,492,799,962,935,963,779,699,741,799,871,822,720,555,507,536,521,547,370,326,299,264,282
Transferred to another center,All Center States,A,"8,096",211,340,261,301,289,443,489,542,542,455,395,403,417,424,446,410,279,284,284,294,300,236,190,149,124,125
Transferred to another center,All Center States,B,"4,400",132,179,170,134,162,284,270,289,303,204,220,203,235,246,244,237,144,171,153,151,158,113,99,98,87,86
Transferred to another center,All Center States,AB,753,22,25,35,20,32,44,54,59,56,43,28,28,42,42,41,28,26,32,20,24,18,16,16,8,9,18
Transferred to another center,Alabama,All ABO,366,1,3,3,3,2,8,20,42,19,13,15,15,109,18,12,12,5,16,8,14,14,13,8,5,2,1
Transferred to another center,Alabama,O,191,0,2,3,2,1,4,11,23,9,6,6,8,57,14,5,5,2,8,4,7,8,5,5,4,0,0
Transferred to another center,Alabama,A,101,0,1,0,0,1,4,4,16,4,2,6,3,21,3,3,4,2,7,1,6,5,6,3,1,1,0
Transferred to another center,Alabama,B,64,1,0,0,1,0,0,4,2,6,3,3,4,29,1,2,3,1,0,2,1,1,2,0,0,1,1
Transferred to another center,Alabama,AB,10,0,0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0
Transferred to another center,Arizona,All ABO,629,10,10,16,13,20,23,25,21,24,27,27,16,13,15,10,21,25,17,23,133,21,43,19,47,5,32
Transferred to another center,Arizona,O,335,2,6,10,8,9,11,15,9,10,11,13,9,6,8,4,10,16,11,14,74,8,30,9,30,1,18
Transferred to another center,Arizona,A,208,6,3,3,4,7,10,6,9,11,12,7,5,2,4,4,7,6,6,6,43,10,9,10,12,3,10
Transferred to another center,Arizona,B,79,2,1,1,1,3,2,4,3,3,3,7,2,4,3,2,4,3,0,3,14,3,4,0,5,1,4
Transferred to another center,Arizona,AB,7,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Transferred to another center,Arkansas,All ABO,73,0,1,1,4,2,3,5,5,3,0,2,3,4,8,3,1,6,2,6,1,3,1,2,1,5,1
Transferred to another center,Arkansas,O,40,0,0,1,2,2,2,2,3,2,0,2,3,2,2,1,1,3,1,4,0,2,0,0,0,4,1
Transferred to another center,Arkansas,A,20,0,1,0,1,0,0,3,1,1,0,0,0,2,2,2,0,1,1,2,1,1,0,1,0,0,0
Transferred to another center,Arkansas,B,12,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,1,1,1,0
Transferred to another center,Arkansas,AB,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,California,All ABO,"5,379",113,159,110,114,117,183,221,338,274,244,233,240,250,398,666,617,194,184,167,169,133,125,127,122,165,163
Transferred to another center,California,O,"2,855",56,84,67,62,54,96,116,180,154,136,114,133,140,211,338,323,103,95,95,77,83,61,66,70,95,87
Transferred to another center,California,A,"1,552",33,49,22,41,28,50,68,98,69,74,73,77,75,109,204,180,60,53,47,54,24,39,36,29,40,41
Transferred to another center,California,B,830,22,25,18,10,31,32,35,48,39,29,41,27,29,60,108,100,25,27,21,32,25,22,24,21,28,29
Transferred to another center,California,AB,142,2,1,3,1,4,5,2,12,12,5,5,3,6,18,16,14,6,9,4,6,1,3,1,2,2,6
Transferred to another center,Colorado,All ABO,537,12,33,70,38,49,31,32,23,22,29,18,21,22,18,24,25,13,20,16,11,13,4,2,4,2,3
Transferred to another center,Colorado,O,279,5,19,29,19,28,12,17,15,12,15,8,12,12,5,12,19,7,15,8,8,9,0,1,1,1,3
Transferred to another center,Colorado,A,184,5,8,31,13,13,15,10,7,7,12,6,7,5,9,9,4,5,3,5,3,3,4,0,3,1,0
Transferred to another center,Colorado,B,64,2,4,6,6,7,4,4,1,3,2,4,1,4,4,3,2,1,2,3,0,1,0,1,0,0,0
Transferred to another center,Colorado,AB,10,0,2,4,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,Connecticut,All ABO,210,4,6,2,1,7,8,19,22,10,17,19,14,8,14,7,3,7,6,6,6,8,6,2,2,9,1
Transferred to another center,Connecticut,O,98,2,4,0,0,3,2,9,6,7,6,11,6,4,9,3,1,4,4,3,3,4,1,0,2,4,1
Transferred to another center,Connecticut,A,73,1,2,2,0,3,5,6,13,2,8,3,7,1,3,3,1,3,2,3,1,2,3,0,0,1,0
Transferred to another center,Connecticut,B,34,1,0,0,1,1,0,4,2,1,2,5,1,2,2,1,1,0,0,0,2,2,1,2,0,4,0
Transferred to another center,Connecticut,AB,5,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Transferred to another center,Delaware,All ABO,61,3,1,5,11,0,4,11,5,6,4,3,4,0,0,0,2,1,0,0,0,0,0,1,0,1,0
Transferred to another center,Delaware,O,23,1,0,3,5,0,1,4,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Transferred to another center,Delaware,A,24,2,0,1,4,0,1,5,3,2,1,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Transferred to another center,Delaware,B,10,0,0,1,2,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Transferred to another center,Delaware,AB,4,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,District of Columbia,All ABO,"1,018",3,8,16,14,23,530,12,33,24,14,21,19,16,19,32,58,36,21,17,17,7,19,27,16,6,42
Transferred to another center,District of Columbia,O,540,2,5,6,7,10,287,9,19,10,7,10,8,6,10,20,29,21,13,8,10,4,10,16,7,3,21
Transferred to another center,District of Columbia,A,251,0,1,7,5,7,123,1,7,8,3,6,6,6,6,5,17,9,4,5,3,1,3,8,4,2,11
Transferred to another center,District of Columbia,B,205,1,2,3,1,6,111,1,5,5,3,5,4,3,2,6,12,5,4,4,4,1,5,2,5,1,10
Transferred to another center,District of Columbia,AB,22,0,0,0,1,0,9,1,2,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
Transferred to another center,Florida,All ABO,813,11,43,67,23,28,46,49,24,36,74,36,28,26,38,32,39,44,25,34,28,25,28,13,14,16,13
Transferred to another center,Florida,O,454,3,20,39,12,18,26,25,13,21,39,20,17,14,24,20,21,22,11,19,18,18,17,10,6,9,8
Transferred to another center,Florida,A,204,4,10,19,7,7,10,17,5,10,18,10,7,8,8,5,10,8,6,9,6,3,8,3,3,3,2
Transferred to another center,Florida,B,139,4,11,7,3,3,9,6,5,5,17,4,3,4,5,6,7,12,8,6,4,4,3,0,5,4,3
Transferred to another center,Florida,AB,16,0,2,2,1,0,1,1,1,0,0,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0
Transferred to another center,Georgia,All ABO,429,19,19,31,23,22,24,33,24,26,29,24,19,18,22,13,7,15,13,13,6,20,4,0,4,7,7
Transferred to another center,Georgia,O,238,13,13,14,12,13,12,21,12,15,13,10,15,9,12,4,5,11,7,5,2,11,3,0,3,5,3
Transferred to another center,Georgia,A,110,6,3,7,9,8,7,5,5,6,12,11,3,5,2,7,1,1,1,4,2,5,1,0,0,2,2
Transferred to another center,Georgia,B,71,0,3,10,1,1,5,5,7,4,4,3,0,3,8,1,1,2,5,4,2,3,0,0,1,0,1
Transferred to another center,Georgia,AB,10,0,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1
Transferred to another center,Hawaii,All ABO,60,1,4,4,1,1,2,2,2,8,1,2,2,0,3,3,1,3,2,4,3,3,2,2,1,0,3
Transferred to another center,Hawaii,O,22,0,2,1,0,0,2,1,1,1,0,0,0,0,1,0,0,2,2,0,2,1,2,0,1,0,3
Transferred to another center,Hawaii,A,22,0,2,2,1,1,0,1,0,6,1,0,1,0,0,1,1,1,0,3,0,1,0,0,0,0,0
Transferred to another center,Hawaii,B,16,1,0,1,0,0,0,0,1,1,0,2,1,0,2,2,0,0,0,1,1,1,0,2,0,0,0
Transferred to another center,Illinois,All ABO,"1,372",23,21,27,41,66,58,56,76,77,84,65,88,60,54,48,65,73,56,64,50,43,57,70,48,45,40
Transferred to another center,Illinois,O,709,14,12,15,23,30,22,24,36,40,51,36,43,36,31,24,32,37,27,32,21,20,29,37,25,26,26
Transferred to another center,Illinois,A,393,8,7,8,9,20,21,19,25,20,20,16,27,14,16,13,20,20,14,19,14,16,16,23,11,12,7
Transferred to another center,Illinois,B,233,1,2,4,9,15,13,9,13,17,10,11,15,7,7,10,11,13,11,13,12,4,12,9,11,6,7
Transferred to another center,Illinois,AB,37,0,0,0,0,1,2,4,2,0,3,2,3,3,0,1,2,3,4,0,3,3,0,1,1,1,0
Transferred to another center,Indiana,All ABO,300,14,14,17,15,26,15,33,20,24,20,12,27,9,36,3,1,2,4,1,3,3,4,1,4,1,1
Transferred to another center,Indiana,O,166,9,5,10,7,16,9,15,12,15,10,9,18,5,20,1,0,2,1,1,2,0,0,1,1,0,1
Transferred to another center,Indiana,A,87,3,6,4,5,5,4,13,6,8,8,2,7,2,7,1,1,0,2,0,1,3,4,0,1,0,0
Transferred to another center,Indiana,B,37,2,3,3,3,3,2,5,1,0,1,1,2,1,6,1,0,0,1,0,0,0,0,0,1,1,0
Transferred to another center,Indiana,AB,10,0,0,0,0,2,0,0,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0
Transferred to another center,Iowa,All ABO,129,3,42,3,4,3,1,9,8,9,6,7,5,6,5,2,4,1,2,1,1,1,3,3,1,1,1
Transferred to another center,Iowa,O,74,1,23,3,2,2,0,4,5,6,4,5,1,4,4,1,2,1,0,1,1,1,1,2,1,0,1
Transferred to another center,Iowa,A,39,1,12,0,2,0,1,3,3,2,2,1,2,2,1,1,2,0,2,0,0,0,1,1,0,1,0
Transferred to another center,Iowa,B,13,1,6,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transferred to another center,Iowa,AB,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,Kansas,All ABO,156,3,2,2,4,9,7,15,22,39,5,4,3,4,8,1,4,14,5,2,1,1,0,0,0,2,0
Transferred to another center,Kansas,O,94,3,2,0,2,3,4,11,12,23,4,3,1,1,5,0,2,11,4,2,0,1,0,0,0,1,0
Transferred to another center,Kansas,A,42,0,0,1,1,5,2,4,6,8,1,1,2,2,2,1,2,2,0,0,1,0,0,0,0,1,0
Transferred to another center,Kansas,B,18,0,0,1,1,1,0,0,3,8,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Transferred to another center,Kansas,AB,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,Kentucky,All ABO,113,3,6,7,2,7,8,13,17,9,17,1,2,2,4,4,2,1,1,5,1,1,2,0,1,1,0
Transferred to another center,Kentucky,O,55,1,1,3,2,2,1,9,9,4,12,0,1,0,2,3,1,1,1,2,0,1,2,0,0,1,0
Transferred to another center,Kentucky,A,41,2,4,3,0,5,4,4,7,2,3,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0
Transferred to another center,Kentucky,B,15,0,1,1,0,0,3,0,1,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
Transferred to another center,Kentucky,AB,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,Louisiana,All ABO,386,3,7,7,6,7,13,10,15,17,20,46,45,33,37,38,5,10,18,9,13,6,11,8,7,4,7
Transferred to another center,Louisiana,O,193,2,5,3,5,4,8,6,10,7,13,23,13,18,21,14,1,6,8,5,8,1,7,3,5,1,6
Transferred to another center,Louisiana,A,105,1,2,0,1,1,4,1,3,7,5,15,19,9,7,13,2,2,1,1,5,1,1,3,2,1,1
Transferred to another center,Louisiana,B,78,0,0,4,0,2,1,2,2,2,2,8,11,5,7,10,2,2,7,3,0,3,3,2,0,2,0
Transferred to another center,Louisiana,AB,10,0,0,0,0,0,0,1,0,1,0,0,2,1,2,1,0,0,2,0,0,1,0,0,0,0,0
Transferred to another center,Maine,All ABO,30,0,0,2,1,2,3,1,2,2,3,0,2,2,0,1,1,2,1,2,2,0,0,0,0,1,1
Transferred to another center,Maine,O,23,0,0,1,1,1,3,1,1,1,2,0,2,2,0,1,1,1,1,1,2,0,0,0,0,1,1
Transferred to another center,Maine,A,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Transferred to another center,Maine,B,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,Maryland,All ABO,558,7,10,8,11,6,6,23,13,21,21,14,35,20,55,21,15,16,27,21,27,27,34,93,22,8,5
Transferred to another center,Maryland,O,295,3,5,3,6,1,4,13,6,10,10,7,20,13,30,13,7,10,12,7,13,16,23,51,10,4,1
Transferred to another center,Maryland,A,153,2,4,2,4,2,1,4,6,7,6,5,9,4,16,5,4,3,6,10,6,5,6,29,4,3,4
Transferred to another center,Maryland,B,99,2,1,3,0,3,1,6,1,4,5,2,6,2,6,3,3,3,9,4,7,6,5,10,7,1,0
Transferred to another center,Maryland,AB,11,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,3,1,0,0
Transferred to another center,Massachusetts,All ABO,767,29,39,32,40,30,33,41,59,46,32,38,30,42,44,36,29,41,35,31,29,29,13,5,5,9,8
Transferred to another center,Massachusetts,O,393,11,15,14,24,18,16,18,27,21,16,21,14,21,27,23,19,19,23,17,11,16,6,4,3,6,7
Transferred to another center,Massachusetts,A,241,8,16,10,14,6,9,18,17,17,11,12,11,16,7,7,8,18,8,8,12,10,4,1,1,1,0
Transferred to another center,Massachusetts,B,107,7,5,7,1,2,6,5,10,7,4,4,5,4,10,5,2,4,3,6,5,3,3,0,1,2,1
Transferred to another center,Massachusetts,AB,26,3,3,1,1,4,2,0,5,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Transferred to another center,Michigan,All ABO,890,23,26,35,42,39,43,42,44,44,54,52,52,84,57,57,41,41,32,36,34,31,5,2,7,2,2
Transferred to another center,Michigan,O,447,8,10,15,18,21,21,23,20,22,20,24,28,45,35,37,24,21,16,20,15,14,3,0,2,2,2
Transferred to another center,Michigan,A,264,9,10,14,14,12,15,11,18,11,19,14,18,23,10,13,10,10,10,11,10,7,2,2,3,0,0
Transferred to another center,Michigan,B,152,6,6,5,10,6,5,6,5,8,10,13,6,13,11,4,7,10,4,3,8,10,0,0,2,0,0
Transferred to another center,Michigan,AB,27,0,0,1,0,0,2,2,1,3,5,1,0,3,1,3,0,0,2,2,1,0,0,0,0,0,0
Transferred to another center,Minnesota,All ABO,548,13,21,27,29,31,35,34,37,18,19,26,26,20,20,14,18,16,25,14,26,39,7,9,10,16,16
Transferred to another center,Minnesota,O,260,5,11,13,14,15,16,12,12,10,7,11,10,11,10,8,10,8,14,7,14,22,2,6,7,7,8
Transferred to another center,Minnesota,A,172,6,7,8,7,8,11,12,11,6,7,6,11,8,8,5,5,6,8,2,6,10,4,1,3,4,6
Transferred to another center,Minnesota,B,96,2,2,5,7,5,8,8,12,2,5,6,2,1,2,1,3,2,2,4,6,6,0,2,0,5,2
Transferred to another center,Minnesota,AB,20,0,1,1,1,3,0,2,2,0,0,3,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Transferred to another center,Mississippi,All ABO,35,0,3,0,0,1,2,3,1,2,5,1,1,1,0,2,0,0,2,0,1,4,2,1,1,1,1
Transferred to another center,Mississippi,O,26,0,2,0,0,0,2,2,1,2,4,1,1,1,0,1,0,0,1,0,0,3,2,1,1,1,0
Transferred to another center,Mississippi,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Transferred to another center,Mississippi,B,7,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Transferred to another center,Missouri,All ABO,542,37,43,19,13,11,10,13,11,15,18,22,22,21,33,20,13,16,13,65,53,33,13,11,11,9,10
Transferred to another center,Missouri,O,281,22,22,9,6,6,6,7,4,9,9,11,5,12,18,7,7,11,9,37,27,18,7,5,7,6,3
Transferred to another center,Missouri,A,178,12,10,5,3,5,3,4,5,3,7,10,11,7,13,7,5,3,3,17,18,13,6,3,4,1,4
Transferred to another center,Missouri,B,71,3,10,2,3,0,1,2,2,2,2,1,6,1,2,6,1,2,0,9,8,2,0,3,0,2,1
Transferred to another center,Missouri,AB,12,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2
Transferred to another center,Nebraska,All ABO,32,1,1,3,0,0,0,2,1,3,1,0,3,1,2,0,0,3,1,2,2,1,0,2,2,0,1
Transferred to another center,Nebraska,O,19,1,1,1,0,0,0,1,1,2,1,0,2,0,0,0,0,3,1,0,1,0,0,2,1,0,1
Transferred to another center,Nebraska,A,9,0,0,2,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
Transferred to another center,Nebraska,B,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
Transferred to another center,Nevada,All ABO,143,3,2,1,1,0,2,3,0,1,1,4,16,32,8,11,6,4,4,7,7,15,16,2,0,2,1
Transferred to another center,Nevada,O,79,2,0,0,0,0,2,2,0,0,1,3,11,18,6,9,3,1,2,3,3,7,8,1,0,1,0
Transferred to another center,Nevada,A,36,1,0,1,0,0,0,0,0,1,0,1,4,10,2,0,1,1,1,3,2,3,5,0,0,0,0
Transferred to another center,Nevada,B,23,0,1,0,1,0,0,1,0,0,0,0,0,4,0,2,2,2,0,1,1,5,3,1,0,1,0
Transferred to another center,Nevada,AB,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Transferred to another center,New Hampshire,All ABO,45,0,2,4,4,2,3,0,1,6,2,4,1,1,3,1,4,2,0,2,2,0,0,0,0,0,1
Transferred to another center,New Hampshire,O,21,0,1,1,2,0,1,0,0,2,1,3,1,0,1,1,4,1,0,1,0,0,0,0,0,0,1
Transferred to another center,New Hampshire,A,16,0,0,3,2,1,2,0,1,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Transferred to another center,New Hampshire,B,6,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
Transferred to another center,New Hampshire,AB,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Transferred to another center,New Jersey,All ABO,"1,225",21,35,58,71,36,32,212,231,87,52,49,29,31,32,54,29,35,27,19,22,38,52,7,5,7,8
Transferred to another center,New Jersey,O,632,12,14,29,38,22,17,123,108,45,24,24,18,13,20,30,14,17,9,7,13,21,25,5,3,5,6
Transferred to another center,New Jersey,A,337,4,15,12,20,5,8,45,67,24,16,17,5,10,7,16,8,13,8,9,6,10,20,2,1,1,2
Transferred to another center,New Jersey,B,219,5,6,17,10,9,5,38,49,14,8,6,6,7,5,7,7,3,10,2,2,7,4,0,1,0,0
Transferred to another center,New Jersey,AB,37,0,0,0,3,0,2,6,7,4,4,2,0,1,0,1,0,2,0,1,1,0,3,0,0,1,0
Transferred to another center,New Mexico,All ABO,101,4,1,5,4,5,3,12,5,5,1,5,3,4,3,5,7,4,6,4,7,1,3,2,1,2,0
Transferred to another center,New Mexico,O,56,2,0,4,1,2,2,6,3,3,0,2,1,2,3,3,4,2,5,3,3,0,2,2,0,1,0
Transferred to another center,New Mexico,A,38,0,0,1,3,3,1,6,2,2,1,2,2,2,0,2,3,2,0,0,4,1,1,0,1,0,0
Transferred to another center,New Mexico,B,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Transferred to another center,New Mexico,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transferred to another center,New York,All ABO,"3,081",163,161,127,149,106,130,213,175,322,198,138,150,121,124,97,95,71,105,92,75,92,85,72,80,75,51
Transferred to another center,New York,O,"1,546",71,77,68,81,52,63,119,93,149,109,80,90,54,68,58,38,41,42,47,41,46,35,29,34,28,29
Transferred to another center,New York,A,898,47,45,26,41,36,33,58,50,102,56,40,35,31,34,26,34,14,35,34,22,29,33,21,24,32,10
Transferred to another center,New York,B,518,36,31,25,23,12,27,28,28,57,25,17,21,32,21,8,19,14,25,9,10,15,14,16,20,12,7
Transferred to another center,New York,AB,119,9,8,8,4,6,7,8,4,14,8,1,4,4,1,5,4,2,3,2,2,2,3,6,2,3,5
Transferred to another center,North Carolina,All ABO,438,9,11,13,22,19,20,31,33,24,21,11,12,17,27,14,19,23,13,11,13,27,22,6,5,15,10
Transferred to another center,North Carolina,O,244,5,5,8,14,7,10,19,16,14,13,4,7,13,13,9,11,17,5,4,8,17,12,5,2,10,4
Transferred to another center,North Carolina,A,110,3,4,3,4,6,5,5,15,6,7,1,3,1,8,2,5,3,4,5,3,8,5,0,1,1,4
Transferred to another center,North Carolina,B,75,0,2,2,2,6,4,7,1,4,1,4,2,3,6,2,3,3,3,2,2,2,5,1,2,4,2
Transferred to another center,North Carolina,AB,9,1,0,0,2,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Transferred to another center,North Dakota,All ABO,60,1,2,2,1,0,3,2,4,4,2,4,1,0,2,1,1,3,0,2,3,1,19,1,0,0,1
Transferred to another center,North Dakota,O,38,1,0,2,1,0,2,2,2,3,2,2,0,0,2,0,1,2,0,1,2,1,11,1,0,0,0
Transferred to another center,North Dakota,A,13,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0
Transferred to another center,North Dakota,B,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,1
Transferred to another center,Ohio,All ABO,653,9,9,19,12,12,21,43,49,24,27,39,39,102,23,26,19,72,77,17,27,14,5,4,8,4,3
Transferred to another center,Ohio,O,354,5,5,11,5,7,6,29,26,14,17,25,16,49,14,12,10,44,45,9,12,11,3,2,2,3,0
Transferred to another center,Ohio,A,177,2,2,3,4,5,5,8,12,7,9,5,13,29,5,8,6,18,23,4,9,2,2,1,5,1,3
Transferred to another center,Ohio,B,95,2,1,2,3,0,9,4,9,2,1,8,8,20,2,4,1,8,7,4,5,1,0,0,1,0,0
Transferred to another center,Ohio,AB,27,0,1,3,0,0,1,2,2,1,0,1,2,4,2,2,2,2,2,0,1,0,0,1,0,0,0
Transferred to another center,Oklahoma,All ABO,276,5,64,7,6,6,9,13,36,9,2,13,12,4,2,5,28,1,3,7,9,11,3,10,6,4,7
Transferred to another center,Oklahoma,O,141,3,41,5,3,3,4,7,15,3,0,3,8,3,0,3,11,0,1,2,6,8,3,5,1,2,3
Transferred to another center,Oklahoma,A,83,1,13,1,1,1,2,2,13,4,1,8,3,1,2,1,9,0,0,4,3,3,0,2,5,1,3
Transferred to another center,Oklahoma,B,48,1,10,1,2,2,3,4,7,2,1,2,0,0,0,1,8,1,2,0,0,0,0,3,0,1,0
Transferred to another center,Oklahoma,AB,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Transferred to another center,Oregon,All ABO,157,8,8,8,6,9,10,13,21,8,7,7,3,5,3,5,3,5,6,8,3,5,2,2,1,0,2
Transferred to another center,Oregon,O,78,5,6,5,3,6,4,7,9,6,2,3,1,4,1,2,0,1,2,3,2,3,1,2,0,0,1
Transferred to another center,Oregon,A,49,2,1,3,2,2,5,3,7,1,4,3,0,1,2,1,3,3,2,3,1,0,0,0,0,0,0
Transferred to another center,Oregon,B,23,0,1,0,1,1,0,3,4,1,0,1,1,0,0,2,0,1,1,1,0,2,1,0,1,0,1
Transferred to another center,Oregon,AB,7,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Transferred to another center,Pennsylvania,All ABO,"2,354",68,102,65,98,89,67,229,99,130,103,136,158,110,175,141,64,70,79,71,70,217,45,39,54,27,32
Transferred to another center,Pennsylvania,O,"1,176",31,51,35,49,44,29,116,54,66,48,69,83,45,92,69,28,32,36,36,37,105,19,17,31,19,17
Transferred to another center,Pennsylvania,A,735,21,35,18,33,26,30,66,29,35,32,40,41,36,45,44,22,25,28,24,26,81,19,10,18,5,9
Transferred to another center,Pennsylvania,B,384,14,13,10,14,16,8,39,13,25,19,26,33,26,35,25,13,9,15,9,3,27,6,10,5,2,6
Transferred to another center,Pennsylvania,AB,59,2,3,2,2,3,0,8,3,4,4,1,1,3,3,3,1,4,0,2,4,4,1,2,0,1,0
Transferred to another center,Puerto Rico,All ABO,26,0,1,3,0,0,0,2,1,1,3,0,0,3,1,0,2,3,3,0,2,0,0,0,0,1,0
Transferred to another center,Puerto Rico,O,15,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0,2,1,3,0,1,0,0,0,0,1,0
