,Removal_Reason,State,ABO,To_Date,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,removal_category
1627,Also Waiting for KP; recvd KP,North Dakota,A,16,0,0,0,0,0,0,0,1,0,1,1,3,2,0,1,2,3,0,2,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1628,Also Waiting for KP; recvd KP,North Dakota,B,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1629,Also Waiting for KP; recvd KP,North Dakota,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1630,Also Waiting for KP; recvd KP,Ohio,All ABO,319,14,10,6,7,8,14,10,19,14,19,18,22,21,25,23,9,16,14,12,12,22,4,0,0,0,0,Received Deceased Donor Transplant
1631,Also Waiting for KP; recvd KP,Ohio,O,143,6,4,3,3,5,8,4,11,5,9,8,11,10,8,10,2,9,6,4,5,9,3,0,0,0,0,Received Deceased Donor Transplant
1632,Also Waiting for KP; recvd KP,Ohio,A,110,5,3,2,4,3,3,4,6,5,8,5,6,6,10,8,5,4,5,4,4,9,1,0,0,0,0,Received Deceased Donor Transplant
1633,Also Waiting for KP; recvd KP,Ohio,B,53,2,3,1,0,0,3,2,2,3,1,4,2,3,5,4,2,2,3,4,3,4,0,0,0,0,0,Received Deceased Donor Transplant
1634,Also Waiting for KP; recvd KP,Ohio,AB,13,1,0,0,0,0,0,0,0,1,1,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1635,Also Waiting for KP; recvd KP,Oklahoma,All ABO,39,0,0,4,2,1,1,3,4,2,1,1,0,2,1,5,1,2,1,2,2,4,0,0,0,0,0,Received Deceased Donor Transplant
1636,Also Waiting for KP; recvd KP,Oklahoma,O,22,0,0,1,1,0,1,0,2,1,0,1,0,2,1,4,0,2,1,2,1,2,0,0,0,0,0,Received Deceased Donor Transplant
1637,Also Waiting for KP; recvd KP,Oklahoma,A,12,0,0,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,Received Deceased Donor Transplant
1638,Also Waiting for KP; recvd KP,Oklahoma,B,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1639,Also Waiting for KP; recvd KP,Oregon,All ABO,24,1,1,0,0,1,1,0,0,2,0,0,0,0,0,3,3,0,5,4,1,2,0,0,0,0,0,Received Deceased Donor Transplant
1640,Also Waiting for KP; recvd KP,Oregon,O,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,4,3,1,2,0,0,0,0,0,Received Deceased Donor Transplant
1641,Also Waiting for KP; recvd KP,Oregon,A,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1642,Also Waiting for KP; recvd KP,Oregon,AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1643,Also Waiting for KP; recvd KP,Pennsylvania,All ABO,586,14,27,18,24,15,19,14,38,38,28,31,26,12,13,28,24,22,40,42,53,54,7,0,0,0,0,Received Deceased Donor Transplant
1644,Also Waiting for KP; recvd KP,Pennsylvania,O,269,5,10,8,12,10,10,7,17,20,12,16,15,2,6,9,12,10,20,12,26,27,3,0,0,0,0,Received Deceased Donor Transplant
1645,Also Waiting for KP; recvd KP,Pennsylvania,A,209,5,10,7,11,2,5,3,11,14,12,9,7,7,5,11,8,8,11,21,21,17,4,0,0,0,0,Received Deceased Donor Transplant
1646,Also Waiting for KP; recvd KP,Pennsylvania,B,78,4,5,3,1,2,4,3,8,3,4,3,2,3,1,6,4,3,7,4,2,6,0,0,0,0,0,Received Deceased Donor Transplant
1647,Also Waiting for KP; recvd KP,Pennsylvania,AB,30,0,2,0,0,1,0,1,2,1,0,3,2,0,1,2,0,1,2,5,4,4,0,0,0,0,0,Received Deceased Donor Transplant
1648,Also Waiting for KP; recvd KP,Puerto Rico,All ABO,96,2,11,15,6,12,16,15,4,4,2,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1649,Also Waiting for KP; recvd KP,Puerto Rico,O,58,0,7,8,2,8,13,9,1,2,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1650,Also Waiting for KP; recvd KP,Puerto Rico,A,27,2,4,4,3,1,2,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1651,Also Waiting for KP; recvd KP,Puerto Rico,B,9,0,0,3,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1652,Also Waiting for KP; recvd KP,Puerto Rico,AB,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1653,Also Waiting for KP; recvd KP,Rhode Island,All ABO,12,0,0,0,0,0,0,0,1,1,1,1,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1654,Also Waiting for KP; recvd KP,Rhode Island,O,7,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1655,Also Waiting for KP; recvd KP,Rhode Island,A,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1656,Also Waiting for KP; recvd KP,South Carolina,All ABO,46,12,21,1,3,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1657,Also Waiting for KP; recvd KP,South Carolina,O,26,4,12,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1658,Also Waiting for KP; recvd KP,South Carolina,A,9,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1659,Also Waiting for KP; recvd KP,South Carolina,B,9,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1660,Also Waiting for KP; recvd KP,South Carolina,AB,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1661,Also Waiting for KP; recvd KP,South Dakota,All ABO,17,1,2,1,2,1,1,2,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1662,Also Waiting for KP; recvd KP,South Dakota,O,7,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1663,Also Waiting for KP; recvd KP,South Dakota,A,10,1,2,1,1,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1664,Also Waiting for KP; recvd KP,Tennessee,All ABO,138,0,1,1,4,2,1,5,1,8,13,15,15,11,8,20,11,5,6,9,2,0,0,0,0,0,0,Received Deceased Donor Transplant
1665,Also Waiting for KP; recvd KP,Tennessee,O,62,0,1,1,2,1,0,2,0,4,5,5,7,7,6,9,8,2,0,1,1,0,0,0,0,0,0,Received Deceased Donor Transplant
1666,Also Waiting for KP; recvd KP,Tennessee,A,52,0,0,0,1,0,1,0,1,4,6,6,6,4,2,7,2,1,4,6,1,0,0,0,0,0,0,Received Deceased Donor Transplant
1667,Also Waiting for KP; recvd KP,Tennessee,B,16,0,0,0,1,1,0,2,0,0,1,3,2,0,0,3,0,1,1,1,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1668,Also Waiting for KP; recvd KP,Tennessee,AB,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1669,Also Waiting for KP; recvd KP,Texas,All ABO,531,29,19,24,26,28,30,31,41,34,30,21,19,20,16,14,20,28,26,12,29,29,6,0,0,0,0,Received Deceased Donor Transplant
1670,Also Waiting for KP; recvd KP,Texas,O,277,11,10,18,11,13,16,13,23,17,18,10,9,8,10,10,9,16,16,7,11,18,4,0,0,0,0,Received Deceased Donor Transplant
1671,Also Waiting for KP; recvd KP,Texas,A,180,10,4,6,14,11,9,13,13,12,7,7,6,10,5,1,5,10,8,4,15,8,2,0,0,0,0,Received Deceased Donor Transplant
1672,Also Waiting for KP; recvd KP,Texas,B,58,7,3,0,1,3,4,4,4,5,4,3,4,1,1,3,5,2,0,0,2,2,0,0,0,0,0,Received Deceased Donor Transplant
1673,Also Waiting for KP; recvd KP,Texas,AB,16,1,2,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,Received Deceased Donor Transplant
1674,Also Waiting for KP; recvd KP,Utah,All ABO,59,0,0,0,0,1,4,1,7,1,2,0,0,1,2,2,4,6,17,2,1,5,3,0,0,0,0,Received Deceased Donor Transplant
1675,Also Waiting for KP; recvd KP,Utah,O,25,0,0,0,0,1,3,0,1,0,1,0,0,0,2,1,3,2,8,0,0,2,1,0,0,0,0,Received Deceased Donor Transplant
1676,Also Waiting for KP; recvd KP,Utah,A,29,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,1,4,8,2,1,3,1,0,0,0,0,Received Deceased Donor Transplant
1677,Also Waiting for KP; recvd KP,Utah,B,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Received Deceased Donor Transplant
1678,Also Waiting for KP; recvd KP,Utah,AB,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1679,Also Waiting for KP; recvd KP,Vermont,All ABO,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1680,Also Waiting for KP; recvd KP,Vermont,O,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1681,Also Waiting for KP; recvd KP,Vermont,A,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1682,Also Waiting for KP; recvd KP,Virginia,All ABO,282,9,16,14,20,10,14,9,14,13,15,13,15,15,11,17,13,9,15,11,15,13,2,0,0,0,0,Received Deceased Donor Transplant
1683,Also Waiting for KP; recvd KP,Virginia,O,143,5,5,9,11,4,6,3,10,6,8,5,6,5,6,11,3,7,11,6,8,8,1,0,0,0,0,Received Deceased Donor Transplant
1684,Also Waiting for KP; recvd KP,Virginia,A,101,4,10,3,4,3,7,6,3,5,6,6,2,10,3,5,6,1,3,5,4,5,0,0,0,0,0,Received Deceased Donor Transplant
1685,Also Waiting for KP; recvd KP,Virginia,B,25,0,1,1,4,1,0,0,0,2,1,2,4,0,2,1,2,0,1,0,3,0,0,0,0,0,0,Received Deceased Donor Transplant
1686,Also Waiting for KP; recvd KP,Virginia,AB,13,0,0,1,1,2,1,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,Received Deceased Donor Transplant
1687,Also Waiting for KP; recvd KP,Washington,All ABO,118,0,0,1,3,4,1,5,0,3,2,2,5,2,5,5,3,16,17,13,12,14,5,0,0,0,0,Received Deceased Donor Transplant
1688,Also Waiting for KP; recvd KP,Washington,O,59,0,0,0,3,2,1,2,0,0,2,0,4,2,5,2,1,9,9,7,2,5,3,0,0,0,0,Received Deceased Donor Transplant
1689,Also Waiting for KP; recvd KP,Washington,A,47,0,0,1,0,2,0,3,0,2,0,2,1,0,0,1,2,7,7,5,8,5,1,0,0,0,0,Received Deceased Donor Transplant
1690,Also Waiting for KP; recvd KP,Washington,B,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,4,1,0,0,0,0,Received Deceased Donor Transplant
1691,Also Waiting for KP; recvd KP,Washington,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1692,Also Waiting for KP; recvd KP,Wisconsin,All ABO,150,5,7,6,9,9,3,6,7,7,5,2,6,2,3,3,6,10,10,14,12,14,4,0,0,0,0,Received Deceased Donor Transplant
1693,Also Waiting for KP; recvd KP,Wisconsin,O,68,2,4,5,2,2,1,2,2,3,4,2,3,1,1,1,4,3,4,6,7,8,1,0,0,0,0,Received Deceased Donor Transplant
1694,Also Waiting for KP; recvd KP,Wisconsin,A,53,1,3,1,4,3,2,1,2,1,1,0,3,0,1,2,2,3,4,6,4,6,3,0,0,0,0,Received Deceased Donor Transplant
1695,Also Waiting for KP; recvd KP,Wisconsin,B,22,1,0,0,3,3,0,1,3,3,0,0,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,Received Deceased Donor Transplant
1696,Also Waiting for KP; recvd KP,Wisconsin,AB,7,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Received Deceased Donor Transplant
1697,Medically Unsuitable,All Center States,All ABO,288,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,12,8,10,6,2,3,1,0,0,239,Died/Too Sick
1698,Medically Unsuitable,All Center States,O,143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,4,4,3,1,2,0,0,0,121,Died/Too Sick
1699,Medically Unsuitable,All Center States,A,88,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,4,2,2,1,0,0,0,0,74,Died/Too Sick
1700,Medically Unsuitable,All Center States,B,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,1,0,1,1,0,0,41,Died/Too Sick
1701,Medically Unsuitable,All Center States,AB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,Died/Too Sick
1702,Medically Unsuitable,Alabama,All ABO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1703,Medically Unsuitable,Alabama,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1704,Medically Unsuitable,Alabama,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1705,Medically Unsuitable,Arizona,All ABO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,Died/Too Sick
1706,Medically Unsuitable,Arizona,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Died/Too Sick
1707,Medically Unsuitable,Arizona,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1708,Medically Unsuitable,Arizona,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Died/Too Sick
1709,Medically Unsuitable,Arkansas,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1710,Medically Unsuitable,Arkansas,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1711,Medically Unsuitable,California,All ABO,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,0,1,0,0,0,15,Died/Too Sick
1712,Medically Unsuitable,California,O,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,7,Died/Too Sick
1713,Medically Unsuitable,California,A,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,Died/Too Sick
1714,Medically Unsuitable,California,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Died/Too Sick
1715,Medically Unsuitable,Colorado,All ABO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Died/Too Sick
1716,Medically Unsuitable,Colorado,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Died/Too Sick
1717,Medically Unsuitable,Colorado,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Died/Too Sick
1718,Medically Unsuitable,Colorado,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1719,Medically Unsuitable,District of Columbia,All ABO,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,Died/Too Sick
1720,Medically Unsuitable,District of Columbia,O,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Died/Too Sick
1721,Medically Unsuitable,District of Columbia,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Died/Too Sick
1722,Medically Unsuitable,District of Columbia,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1723,Medically Unsuitable,Florida,All ABO,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,10,Died/Too Sick
1724,Medically Unsuitable,Florida,O,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,Died/Too Sick
1725,Medically Unsuitable,Florida,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,Died/Too Sick
1726,Medically Unsuitable,Florida,B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,Died/Too Sick
1727,Medically Unsuitable,Florida,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Died/Too Sick
1728,Medically Unsuitable,Georgia,All ABO,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Died/Too Sick
1729,Medically Unsuitable,Georgia,O,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1730,Medically Unsuitable,Georgia,A,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1731,Medically Unsuitable,Georgia,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1732,Medically Unsuitable,Hawaii,All ABO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1733,Medically Unsuitable,Hawaii,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1734,Medically Unsuitable,Hawaii,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
1735,Medically Unsuitable,Illinois,All ABO,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,Died/Too Sick
1736,Medically Unsuitable,Illinois,O,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Died/Too Sick
1737,Medically Unsuitable,Illinois,A,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Died/Too Sick
1738,Medically Unsuitable,Illinois,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Died/Too Sick
1739,Medically Unsuitable,Illinois,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Died/Too Sick
1740,Medically Unsuitable,Indiana,All ABO,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,Died/Too Sick
1741,Medically Unsuitable,Indiana,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1742,Medically Unsuitable,Indiana,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Died/Too Sick
1743,Medically Unsuitable,Indiana,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1744,Medically Unsuitable,Indiana,AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Died/Too Sick
1745,Medically Unsuitable,Iowa,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1746,Medically Unsuitable,Iowa,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1747,Medically Unsuitable,Louisiana,All ABO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Died/Too Sick
1748,Medically Unsuitable,Louisiana,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Died/Too Sick
1749,Medically Unsuitable,Louisiana,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1750,Medically Unsuitable,Louisiana,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1751,Medically Unsuitable,Maine,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1752,Medically Unsuitable,Maine,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1753,Medically Unsuitable,Maryland,All ABO,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,Died/Too Sick
1754,Medically Unsuitable,Maryland,O,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Died/Too Sick
1755,Medically Unsuitable,Maryland,A,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,Died/Too Sick
1756,Medically Unsuitable,Maryland,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1757,Medically Unsuitable,Massachusetts,All ABO,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,5,Died/Too Sick
1758,Medically Unsuitable,Massachusetts,O,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,Died/Too Sick
1759,Medically Unsuitable,Massachusetts,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Died/Too Sick
1760,Medically Unsuitable,Massachusetts,B,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Died/Too Sick
1761,Medically Unsuitable,Michigan,All ABO,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Died/Too Sick
1762,Medically Unsuitable,Michigan,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1763,Medically Unsuitable,Michigan,A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Died/Too Sick
1764,Medically Unsuitable,Michigan,B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1765,Medically Unsuitable,Minnesota,All ABO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1766,Medically Unsuitable,Minnesota,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1767,Medically Unsuitable,Minnesota,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1768,Medically Unsuitable,Mississippi,All ABO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1769,Medically Unsuitable,Mississippi,O,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1770,Medically Unsuitable,Mississippi,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1771,Medically Unsuitable,Missouri,All ABO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Died/Too Sick
1772,Medically Unsuitable,Missouri,O,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Died/Too Sick
1773,Medically Unsuitable,Missouri,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1774,Medically Unsuitable,Nevada,All ABO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1775,Medically Unsuitable,Nevada,O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1776,Medically Unsuitable,New Jersey,All ABO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Died/Too Sick
1777,Medically Unsuitable,New Jersey,A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Died/Too Sick
1778,Medically Unsuitable,New Jersey,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Died/Too Sick
1779,Medically Unsuitable,New York,All ABO,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25,Died/Too Sick
1780,Medically Unsuitable,New York,O,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Died/Too Sick
1781,Medically Unsuitable,New York,A,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Died/Too Sick
